,Self_Reported_Stress_Level,Final_Grade,Gender_Male,Gender_Other,Preferred_Learning_Style_Kinesthetic,Preferred_Learning_Style_Reading/Writing,Preferred_Learning_Style_Visual,Use_of_Educational_Tech_Yes,Participation_in_Discussions_Yes,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night
4383,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,49.0,16.0,92.0,100.0,51.0,15.0,8.0
4384,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,8.0,18.0,77.0,94.0,89.0,10.0,8.0
4385,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,43.0,3.0,96.0,51.0,78.0,19.0,8.0
4386,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,10.0,0.0,63.0,81.0,81.0,27.0,4.0
4387,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,11.0,4.0,76.0,41.0,68.0,19.0,4.0
4388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,47.0,20.0,95.0,84.0,62.0,29.0,10.0
4389,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,45.0,2.0,96.0,98.0,50.0,23.0,9.0
4390,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,30.0,6.0,98.0,70.0,55.0,23.0,6.0
4391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,22.0,10.0,78.0,100.0,97.0,28.0,7.0
4392,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,10.0,8.0,96.0,75.0,94.0,26.0,4.0
4393,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,22.0,7.0,95.0,86.0,60.0,14.0,10.0
4394,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,43.0,8.0,89.0,73.0,64.0,2.0,7.0
4395,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,27.0,18.0,72.0,40.0,53.0,14.0,7.0
4396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,35.0,17.0,63.0,96.0,66.0,2.0,4.0
4397,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,33.0,15.0,57.0,60.0,92.0,28.0,10.0
4398,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,35.0,10.0,81.0,67.0,50.0,26.0,10.0
4399,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,42.0,10.0,53.0,61.0,96.0,13.0,7.0
4400,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,21.0,4.0,63.0,74.0,60.0,22.0,8.0
4401,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,36.0,8.0,85.0,66.0,92.0,0.0,8.0
4402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,31.0,4.0,100.0,85.0,78.0,6.0,9.0
4403,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,45.0,7.0,80.0,71.0,86.0,17.0,5.0
4404,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,30.0,1.0,58.0,75.0,53.0,0.0,6.0
4405,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,14.0,18.0,95.0,65.0,94.0,22.0,7.0
4406,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,10.0,83.0,98.0,91.0,14.0,8.0
4407,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,12.0,70.0,99.0,54.0,18.0,9.0
4408,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,28.0,14.0,72.0,42.0,54.0,26.0,4.0
4409,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,12.0,9.0,82.0,41.0,59.0,26.0,7.0
4410,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,7.0,18.0,87.0,94.0,67.0,20.0,7.0
4411,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,40.0,16.0,76.0,70.0,99.0,9.0,10.0
4412,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,32.0,4.0,82.0,69.0,85.0,5.0,4.0
4413,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,22.0,14.0,97.0,90.0,61.0,24.0,6.0
4414,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,46.0,20.0,64.0,70.0,74.0,14.0,4.0
4415,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0,5.0,9.0,73.0,96.0,73.0,12.0,10.0
4416,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,2.0,73.0,85.0,92.0,30.0,10.0
4417,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,7.0,6.0,62.0,59.0,69.0,15.0,4.0
4418,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,22.0,2.0,86.0,47.0,70.0,28.0,8.0
4419,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,45.0,6.0,80.0,70.0,83.0,12.0,5.0
4420,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,12.0,14.0,58.0,41.0,89.0,2.0,9.0
4421,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,32.0,16.0,89.0,41.0,64.0,6.0,5.0
4422,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,24.0,6.0,95.0,100.0,51.0,8.0,7.0
4423,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,38.0,15.0,91.0,43.0,100.0,2.0,9.0
4424,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,32.0,7.0,82.0,50.0,69.0,17.0,4.0
4425,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,29.0,3.0,58.0,67.0,75.0,0.0,10.0
4426,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,37.0,13.0,94.0,71.0,89.0,24.0,8.0
4427,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,49.0,9.0,82.0,81.0,65.0,27.0,7.0
4428,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,20.0,19.0,78.0,97.0,87.0,23.0,7.0
4429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,36.0,11.0,51.0,95.0,64.0,27.0,9.0
4430,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,14.0,5.0,81.0,98.0,68.0,19.0,6.0
4431,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,23.0,14.0,53.0,64.0,80.0,6.0,9.0
4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,49.0,1.0,76.0,85.0,77.0,23.0,8.0
4433,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,29.0,17.0,16.0,69.0,46.0,88.0,18.0,5.0
4434,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,32.0,11.0,85.0,97.0,60.0,11.0,4.0
4435,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,24.0,7.0,66.0,90.0,89.0,20.0,7.0
4436,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,33.0,10.0,99.0,65.0,50.0,1.0,9.0
4437,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,34.0,11.0,86.0,45.0,89.0,7.0,5.0
4438,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,31.0,5.0,97.0,74.0,86.0,21.0,6.0
4439,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,14.0,1.0,60.0,41.0,82.0,9.0,6.0
4440,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,35.0,0.0,59.0,82.0,57.0,17.0,6.0
4441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,36.0,12.0,81.0,89.0,97.0,17.0,10.0
4442,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,22.0,20.0,52.0,75.0,98.0,21.0,6.0
4443,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,39.0,19.0,80.0,58.0,67.0,0.0,5.0
4444,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,22.0,11.0,96.0,75.0,83.0,3.0,7.0
4445,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,18.0,5.0,64.0,95.0,96.0,3.0,4.0
4446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,33.0,16.0,90.0,99.0,93.0,16.0,6.0
4447,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,16.0,0.0,82.0,45.0,68.0,25.0,10.0
4448,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,38.0,8.0,51.0,44.0,93.0,3.0,8.0
4449,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,19.0,16.0,67.0,100.0,81.0,21.0,10.0
4450,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,44.0,4.0,55.0,70.0,91.0,26.0,10.0
4451,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,22.0,20.0,68.0,72.0,96.0,9.0,9.0
4452,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,24.0,17.0,60.0,41.0,65.0,7.0,8.0
4453,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,25.0,2.0,54.0,47.0,57.0,30.0,8.0
4454,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,26.0,9.0,79.0,94.0,93.0,28.0,6.0
4455,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,23.0,4.0,83.0,68.0,80.0,23.0,9.0
4456,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,19.0,20.0,79.0,55.0,68.0,22.0,7.0
4457,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,13.0,18.0,97.0,70.0,76.0,7.0,10.0
4458,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,25.0,2.0,96.0,72.0,61.0,0.0,4.0
4459,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,29.0,2.0,67.0,91.0,78.0,15.0,7.0
4460,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,9.0,16.0,93.0,92.0,84.0,26.0,6.0
4461,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,15.0,7.0,87.0,64.0,74.0,0.0,6.0
4462,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,28.0,9.0,70.0,81.0,58.0,16.0,8.0
4463,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,39.0,19.0,91.0,79.0,89.0,28.0,9.0
4464,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,37.0,1.0,78.0,77.0,70.0,14.0,7.0
4465,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,3.0,76.0,82.0,72.0,12.0,5.0
4466,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,29.0,18.0,76.0,52.0,82.0,25.0,8.0
4467,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,48.0,20.0,52.0,61.0,55.0,28.0,8.0
4468,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,29.0,17.0,77.0,43.0,60.0,1.0,8.0
4469,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,14.0,2.0,96.0,60.0,76.0,17.0,7.0
4470,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,5.0,3.0,65.0,62.0,61.0,9.0,5.0
4471,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,29.0,38.0,2.0,68.0,64.0,91.0,7.0,6.0
4472,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,8.0,9.0,99.0,97.0,99.0,30.0,4.0
4473,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,24.0,8.0,84.0,55.0,99.0,3.0,10.0
4474,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,24.0,5.0,66.0,99.0,88.0,16.0,6.0
4475,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,5.0,17.0,85.0,61.0,63.0,22.0,7.0
4476,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,49.0,1.0,92.0,57.0,60.0,15.0,8.0
4477,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,7.0,5.0,78.0,58.0,80.0,5.0,7.0
4478,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,14.0,6.0,77.0,57.0,97.0,26.0,5.0
4479,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,47.0,10.0,97.0,55.0,82.0,8.0,9.0
4480,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,6.0,16.0,81.0,47.0,100.0,19.0,6.0
4481,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,15.0,14.0,93.0,61.0,74.0,28.0,10.0
4482,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,39.0,15.0,90.0,90.0,67.0,11.0,8.0
4483,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,45.0,15.0,75.0,44.0,99.0,24.0,9.0
4484,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,40.0,14.0,91.0,46.0,99.0,20.0,5.0
4485,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,20.0,8.0,67.0,95.0,68.0,4.0,5.0
4486,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,33.0,4.0,60.0,75.0,97.0,10.0,8.0
4487,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,48.0,6.0,86.0,66.0,79.0,28.0,4.0
4488,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,38.0,0.0,77.0,93.0,76.0,17.0,9.0
4489,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,10.0,13.0,76.0,56.0,92.0,23.0,4.0
4490,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,42.0,17.0,52.0,96.0,65.0,30.0,10.0
4491,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,31.0,1.0,73.0,77.0,96.0,12.0,7.0
4492,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,22.0,5.0,100.0,86.0,79.0,8.0,6.0
4493,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,27.0,16.0,77.0,84.0,95.0,20.0,9.0
4494,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,38.0,2.0,96.0,86.0,94.0,21.0,8.0
4495,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,10.0,14.0,75.0,57.0,80.0,8.0,4.0
4496,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,42.0,19.0,56.0,67.0,66.0,11.0,6.0
4497,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,24.0,15.0,70.0,76.0,84.0,17.0,9.0
4498,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,21.0,1.0,85.0,44.0,51.0,30.0,4.0
4499,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,19.0,16.0,60.0,46.0,65.0,0.0,9.0
4500,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,19.0,7.0,83.0,97.0,74.0,15.0,10.0
4501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,36.0,11.0,87.0,99.0,64.0,29.0,10.0
4502,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,25.0,20.0,56.0,83.0,76.0,21.0,8.0
4503,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,34.0,6.0,82.0,78.0,86.0,14.0,5.0
4504,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,86.0,70.0,76.0,17.0,8.0
4505,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,26.0,3.0,70.0,74.0,52.0,13.0,8.0
4506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,34.0,12.0,54.0,98.0,74.0,22.0,6.0
4507,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,8.0,20.0,92.0,64.0,50.0,8.0,5.0
4508,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,25.0,38.0,12.0,50.0,76.0,51.0,9.0,7.0
4509,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,42.0,20.0,77.0,43.0,65.0,8.0,5.0
4510,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,31.0,10.0,68.0,79.0,83.0,26.0,4.0
4511,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,28.0,17.0,67.0,72.0,90.0,11.0,5.0
4512,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,9.0,8.0,96.0,56.0,93.0,12.0,10.0
4513,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,15.0,0.0,73.0,58.0,79.0,2.0,7.0
4514,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,46.0,13.0,56.0,99.0,53.0,23.0,6.0
4515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,33.0,13.0,53.0,94.0,74.0,6.0,4.0
4516,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,9.0,16.0,72.0,59.0,71.0,16.0,4.0
4517,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,41.0,17.0,80.0,51.0,54.0,8.0,9.0
4518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,46.0,10.0,56.0,87.0,80.0,18.0,8.0
4519,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,47.0,1.0,55.0,84.0,53.0,3.0,6.0
4520,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,47.0,1.0,84.0,99.0,51.0,8.0,5.0
4521,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,13.0,0.0,75.0,68.0,89.0,25.0,7.0
4522,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,46.0,12.0,83.0,64.0,64.0,10.0,4.0
4523,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,37.0,7.0,95.0,81.0,70.0,26.0,4.0
4524,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,6.0,0.0,65.0,100.0,96.0,28.0,10.0
4525,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,49.0,3.0,87.0,90.0,80.0,26.0,5.0
4526,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,46.0,20.0,57.0,75.0,56.0,20.0,6.0
4527,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27.0,36.0,6.0,65.0,81.0,93.0,2.0,4.0
4528,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,41.0,4.0,63.0,63.0,78.0,6.0,5.0
4529,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,41.0,14.0,75.0,46.0,70.0,1.0,9.0
4530,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,39.0,0.0,98.0,79.0,83.0,13.0,9.0
4531,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,8.0,3.0,81.0,88.0,94.0,1.0,10.0
4532,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,21.0,4.0,73.0,81.0,79.0,15.0,6.0
4533,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,2.0,93.0,83.0,51.0,1.0,4.0
4534,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,25.0,11.0,76.0,96.0,74.0,13.0,5.0
4535,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,31.0,11.0,72.0,84.0,76.0,14.0,8.0
4536,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,36.0,7.0,65.0,78.0,88.0,7.0,10.0
4537,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,45.0,5.0,64.0,62.0,62.0,0.0,5.0
4538,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,22.0,12.0,63.0,74.0,61.0,30.0,4.0
4539,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,5.0,2.0,53.0,61.0,66.0,13.0,9.0
4540,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,29.0,16.0,68.0,59.0,81.0,2.0,5.0
4541,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,35.0,10.0,77.0,87.0,95.0,22.0,7.0
4542,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,14.0,9.0,62.0,84.0,68.0,26.0,4.0
4543,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,28.0,5.0,93.0,64.0,58.0,2.0,9.0
4544,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,32.0,10.0,61.0,69.0,59.0,16.0,6.0
4545,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,38.0,18.0,67.0,62.0,79.0,27.0,7.0
4546,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,32.0,2.0,69.0,72.0,96.0,23.0,10.0
4547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,32.0,3.0,93.0,71.0,50.0,28.0,6.0
4548,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,9.0,3.0,61.0,65.0,77.0,3.0,5.0
4549,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,21.0,6.0,72.0,100.0,67.0,9.0,9.0
4550,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,49.0,1.0,73.0,59.0,53.0,16.0,6.0
4551,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,10.0,10.0,59.0,100.0,86.0,17.0,9.0
4552,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,11.0,17.0,69.0,43.0,86.0,10.0,5.0
4553,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,35.0,18.0,74.0,68.0,80.0,19.0,6.0
4554,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,35.0,8.0,82.0,88.0,68.0,2.0,8.0
4555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,16.0,17.0,60.0,89.0,86.0,9.0,9.0
4556,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,32.0,19.0,99.0,56.0,63.0,3.0,4.0
4557,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,16.0,2.0,69.0,67.0,64.0,20.0,7.0
4558,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,7.0,14.0,98.0,84.0,69.0,26.0,10.0
4559,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,23.0,10.0,72.0,51.0,93.0,28.0,9.0
4560,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,15.0,10.0,51.0,81.0,77.0,27.0,10.0
4561,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,12.0,1.0,65.0,65.0,77.0,12.0,8.0
4562,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,39.0,13.0,66.0,40.0,92.0,21.0,5.0
4563,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,17.0,16.0,78.0,59.0,97.0,27.0,5.0
4564,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,33.0,13.0,77.0,43.0,53.0,21.0,9.0
4565,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,47.0,1.0,70.0,100.0,82.0,26.0,10.0
4566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,35.0,11.0,69.0,88.0,52.0,29.0,8.0
4567,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,36.0,9.0,58.0,88.0,74.0,15.0,7.0
4568,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,22.0,0.0,50.0,44.0,76.0,18.0,8.0
4569,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,23.0,12.0,79.0,51.0,73.0,15.0,8.0
4570,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,38.0,17.0,89.0,90.0,95.0,21.0,6.0
4571,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,18.0,2.0,87.0,98.0,76.0,11.0,4.0
4572,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,29.0,22.0,11.0,73.0,89.0,97.0,17.0,6.0
4573,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,30.0,9.0,62.0,82.0,53.0,18.0,10.0
4574,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,45.0,14.0,80.0,47.0,90.0,30.0,4.0
4575,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,30.0,0.0,75.0,55.0,95.0,9.0,9.0
4576,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,17.0,3.0,51.0,81.0,60.0,14.0,8.0
